work	abi	이름	Lv	갈래	핸들러	호출VA	생성자	종류	Obs	모션	자리	x	y	z	붙일곳	단계	지연	수명	그림	영상	영상인자
776	95	메테오	18	핸들러	0x100866f0	0x10086ad9	0x100c1fa0	obs	170	1	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	170:1	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10086b45	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10086c64	0x100c1fa0	obs	109	7	cell	eax+0x0	esp+0x4a	esp+0x44	맵	0	0	-	109:7	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10086d03	0x100c5c50	obs?	251	esp+0x4a	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	-	-	-	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10086ff0	0x100c3340	obs	200	0	cell	&0+0x20+0xc8	&0+0x22+0x-1f4	0+0x18	맵	0	-	ds:0x101634dc+?-3+5	200:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x1008708f	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+5	-	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100870fb	0x100c1fa0	obs	111	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	111:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x1008716d	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100871dc	0x100c1fa0	obs	199	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	199:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x1008724b	0x100c1fa0	obs	170	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	50	-	170:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100872ba	0x100c1fa0	obs	170	1	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	170:1	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087326	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087445	0x100c1fa0	obs	109	7	cell	eax+0x0	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100874e4	0x100c5c50	obs?	251	0+0x4a	cell	0+0x20	0+0x1e	0+0x18	맵	0	-	-	-	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100877c7	0x100c3340	obs	200	0	cell	&0+0x28+0xc8	&0+0x32+0x-1f4	0+0x2c	맵	0	-	ds:0x101634dc+?-3+30	200:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087869	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+30	-	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100878dd	0x100c1fa0	obs	111	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	111:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087954	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
776	95	메테오	18	핸들러	0x100866f0	0x100879c7	0x100c1fa0	obs	199	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	199:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087a3a	0x100c1fa0	obs	170	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	50	-	170:0	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087aad	0x100c1fa0	obs	170	1	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	170:1	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087b25	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087c46	0x100c1fa0	obs	109	7	cell	0+0x4c	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
776	95	메테오	18	핸들러	0x100866f0	0x10087cf3	0x100c5c50	obs?	251	0+0x2c	cell	0+0x24	0+0x32	0+0x2c	맵	0	-	-	-	-	-
777	95	메테오	17	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
777	95	메테오	17	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
777	95	메테오	17	핸들러	0x100866f0	0x1008680f	0x100c3340	obs	200	0	cell	&esp+0x20+0xc8	&esp+0x22+0x-1f4	esp+0x18	맵	0	-	edx+5	200:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100868ae	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	edx+5	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x1008691a	0x100c1fa0	obs	111	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	111:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x1008698c	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100869fb	0x100c1fa0	obs	199	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	199:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10086a6a	0x100c1fa0	obs	170	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	50	-	170:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10086ad9	0x100c1fa0	obs	170	1	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	170:1	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10086b45	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10086c64	0x100c1fa0	obs	109	7	cell	eax+0x0	esp+0x4a	esp+0x44	맵	0	0	-	109:7	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10086d03	0x100c5c50	obs?	251	esp+0x4a	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	-	-	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10086ff0	0x100c3340	obs	200	0	cell	&0+0x20+0xc8	&0+0x22+0x-1f4	0+0x18	맵	0	-	ds:0x101634dc+?-3+5	200:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x1008708f	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+5	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100870fb	0x100c1fa0	obs	111	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	111:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x1008716d	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100871dc	0x100c1fa0	obs	199	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	199:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x1008724b	0x100c1fa0	obs	170	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	50	-	170:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100872ba	0x100c1fa0	obs	170	1	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	170:1	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087326	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087445	0x100c1fa0	obs	109	7	cell	eax+0x0	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100874e4	0x100c5c50	obs?	251	0+0x4a	cell	0+0x20	0+0x1e	0+0x18	맵	0	-	-	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100877c7	0x100c3340	obs	200	0	cell	&0+0x28+0xc8	&0+0x32+0x-1f4	0+0x2c	맵	0	-	ds:0x101634dc+?-3+30	200:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087869	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+30	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100878dd	0x100c1fa0	obs	111	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	111:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087954	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
777	95	메테오	17	핸들러	0x100866f0	0x100879c7	0x100c1fa0	obs	199	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	199:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087a3a	0x100c1fa0	obs	170	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	50	-	170:0	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087aad	0x100c1fa0	obs	170	1	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	170:1	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087b25	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087c46	0x100c1fa0	obs	109	7	cell	0+0x4c	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
777	95	메테오	17	핸들러	0x100866f0	0x10087cf3	0x100c5c50	obs?	251	0+0x2c	cell	0+0x24	0+0x32	0+0x2c	맵	0	-	-	-	-	-
778	95	메테오	16	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
778	95	메테오	16	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
778	95	메테오	16	핸들러	0x100866f0	0x1008680f	0x100c3340	obs	200	0	cell	&esp+0x20+0xc8	&esp+0x22+0x-1f4	esp+0x18	맵	0	-	edx+5	200:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100868ae	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	edx+5	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x1008691a	0x100c1fa0	obs	111	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	111:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x1008698c	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100869fb	0x100c1fa0	obs	199	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	199:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10086a6a	0x100c1fa0	obs	170	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	50	-	170:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10086ad9	0x100c1fa0	obs	170	1	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	170:1	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10086b45	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10086c64	0x100c1fa0	obs	109	7	cell	eax+0x0	esp+0x4a	esp+0x44	맵	0	0	-	109:7	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10086d03	0x100c5c50	obs?	251	esp+0x4a	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	-	-	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10086ff0	0x100c3340	obs	200	0	cell	&0+0x20+0xc8	&0+0x22+0x-1f4	0+0x18	맵	0	-	ds:0x101634dc+?-3+5	200:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x1008708f	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+5	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100870fb	0x100c1fa0	obs	111	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	111:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x1008716d	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100871dc	0x100c1fa0	obs	199	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	199:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x1008724b	0x100c1fa0	obs	170	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	50	-	170:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100872ba	0x100c1fa0	obs	170	1	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	170:1	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087326	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087445	0x100c1fa0	obs	109	7	cell	eax+0x0	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100874e4	0x100c5c50	obs?	251	0+0x4a	cell	0+0x20	0+0x1e	0+0x18	맵	0	-	-	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100877c7	0x100c3340	obs	200	0	cell	&0+0x28+0xc8	&0+0x32+0x-1f4	0+0x2c	맵	0	-	ds:0x101634dc+?-3+30	200:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087869	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+30	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100878dd	0x100c1fa0	obs	111	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	111:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087954	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
778	95	메테오	16	핸들러	0x100866f0	0x100879c7	0x100c1fa0	obs	199	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	199:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087a3a	0x100c1fa0	obs	170	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	50	-	170:0	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087aad	0x100c1fa0	obs	170	1	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	170:1	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087b25	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087c46	0x100c1fa0	obs	109	7	cell	0+0x4c	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
778	95	메테오	16	핸들러	0x100866f0	0x10087cf3	0x100c5c50	obs?	251	0+0x2c	cell	0+0x24	0+0x32	0+0x2c	맵	0	-	-	-	-	-
779	95	메테오	15	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
779	95	메테오	15	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
779	95	메테오	15	핸들러	0x100866f0	0x1008680f	0x100c3340	obs	200	0	cell	&esp+0x20+0xc8	&esp+0x22+0x-1f4	esp+0x18	맵	0	-	edx+5	200:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100868ae	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	edx+5	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x1008691a	0x100c1fa0	obs	111	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	111:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x1008698c	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100869fb	0x100c1fa0	obs	199	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	199:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10086a6a	0x100c1fa0	obs	170	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	50	-	170:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10086ad9	0x100c1fa0	obs	170	1	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	170:1	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10086b45	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10086c64	0x100c1fa0	obs	109	7	cell	eax+0x0	esp+0x4a	esp+0x44	맵	0	0	-	109:7	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10086d03	0x100c5c50	obs?	251	esp+0x4a	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	-	-	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10086ff0	0x100c3340	obs	200	0	cell	&0+0x20+0xc8	&0+0x22+0x-1f4	0+0x18	맵	0	-	ds:0x101634dc+?-3+5	200:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x1008708f	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+5	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100870fb	0x100c1fa0	obs	111	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	111:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x1008716d	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100871dc	0x100c1fa0	obs	199	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	199:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x1008724b	0x100c1fa0	obs	170	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	50	-	170:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100872ba	0x100c1fa0	obs	170	1	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	170:1	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087326	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087445	0x100c1fa0	obs	109	7	cell	eax+0x0	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100874e4	0x100c5c50	obs?	251	0+0x4a	cell	0+0x20	0+0x1e	0+0x18	맵	0	-	-	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100877c7	0x100c3340	obs	200	0	cell	&0+0x28+0xc8	&0+0x32+0x-1f4	0+0x2c	맵	0	-	ds:0x101634dc+?-3+30	200:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087869	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+30	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100878dd	0x100c1fa0	obs	111	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	111:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087954	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
779	95	메테오	15	핸들러	0x100866f0	0x100879c7	0x100c1fa0	obs	199	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	199:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087a3a	0x100c1fa0	obs	170	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	50	-	170:0	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087aad	0x100c1fa0	obs	170	1	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	170:1	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087b25	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087c46	0x100c1fa0	obs	109	7	cell	0+0x4c	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
779	95	메테오	15	핸들러	0x100866f0	0x10087cf3	0x100c5c50	obs?	251	0+0x2c	cell	0+0x24	0+0x32	0+0x2c	맵	0	-	-	-	-	-
780	95	메테오	14	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
780	95	메테오	14	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
780	95	메테오	14	핸들러	0x100866f0	0x1008680f	0x100c3340	obs	200	0	cell	&esp+0x20+0xc8	&esp+0x22+0x-1f4	esp+0x18	맵	0	-	edx+5	200:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100868ae	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	edx+5	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x1008691a	0x100c1fa0	obs	111	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	111:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x1008698c	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100869fb	0x100c1fa0	obs	199	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	199:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10086a6a	0x100c1fa0	obs	170	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	50	-	170:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10086ad9	0x100c1fa0	obs	170	1	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	170:1	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10086b45	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10086c64	0x100c1fa0	obs	109	7	cell	eax+0x0	esp+0x4a	esp+0x44	맵	0	0	-	109:7	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10086d03	0x100c5c50	obs?	251	esp+0x4a	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	-	-	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10086ff0	0x100c3340	obs	200	0	cell	&0+0x20+0xc8	&0+0x22+0x-1f4	0+0x18	맵	0	-	ds:0x101634dc+?-3+5	200:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x1008708f	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+5	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100870fb	0x100c1fa0	obs	111	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	111:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x1008716d	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100871dc	0x100c1fa0	obs	199	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	199:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x1008724b	0x100c1fa0	obs	170	0	cell	0+0x20	0+0x1e	0+0x18	맵	0	50	-	170:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100872ba	0x100c1fa0	obs	170	1	cell	0+0x20	0+0x1e	0+0x18	맵	0	0	-	170:1	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087326	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087445	0x100c1fa0	obs	109	7	cell	eax+0x0	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100874e4	0x100c5c50	obs?	251	0+0x4a	cell	0+0x20	0+0x1e	0+0x18	맵	0	-	-	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100877c7	0x100c3340	obs	200	0	cell	&0+0x28+0xc8	&0+0x32+0x-1f4	0+0x2c	맵	0	-	ds:0x101634dc+?-3+30	200:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087869	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	ds:0x101634dc+?-3+30	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100878dd	0x100c1fa0	obs	111	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	111:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087954	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
780	95	메테오	14	핸들러	0x100866f0	0x100879c7	0x100c1fa0	obs	199	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	199:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087a3a	0x100c1fa0	obs	170	0	cell	0+0x28	0+0x32	0+0x2c	맵	0	50	-	170:0	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087aad	0x100c1fa0	obs	170	1	cell	0+0x28	0+0x32	0+0x2c	맵	0	0	-	170:1	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087b25	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087c46	0x100c1fa0	obs	109	7	cell	0+0x4c	0+0x4a	0+0x44	맵	0	0	-	109:7	-	-
780	95	메테오	14	핸들러	0x100866f0	0x10087cf3	0x100c5c50	obs?	251	0+0x2c	cell	0+0x24	0+0x32	0+0x2c	맵	0	-	-	-	-	-
781	95	메테오	13	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
781	95	메테오	13	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
781	95	메테오	13	핸들러	0x100866f0	0x1008680f	0x100c3340	obs	200	0	cell	&esp+0x20+0xc8	&esp+0x22+0x-1f4	esp+0x18	맵	0	-	edx+5	200:0	-	-
781	95	메테오	13	핸들러	0x100866f0	0x100868ae	0x100c1fa0	sound	311	0	self	나.x	나.y	나.z	맵	0	0	edx+5	-	-	-
781	95	메테오	13	핸들러	0x100866f0	0x1008691a	0x100c1fa0	obs	111	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	111:0	-	-
781	95	메테오	13	핸들러	0x100866f0	0x1008698c	0x100c1fa0	sound	311	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
781	95	메테오	13	핸들러	0x100866f0	0x100869fb	0x100c1fa0	obs	199	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	199:0	-	-
781	95	메테오	13	핸들러	0x100866f0	0x10086a6a	0x100c1fa0	obs	170	0	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	50	-	170:0	-	-
781	95	메테오	13	핸들러	0x100866f0	0x10086ad9	0x100c1fa0	obs	170	1	cell	esp+0x20	esp+0x1e	esp+0x18	맵	0	0	-	170:1	-	-
781	95	메테오	13	핸들러	0x100866f0	0x10086b45	0x100cc600	emit	251	6	self	나.x	나.y	나.z	맵	0	-	-	251:6	-	-
781	95	메테오	13	핸들러	0x100866f0	0x10086c64	0x100c1fa0	obs	109	7	cell	eax+0x0	esp+0x4a	esp+0x44	맵	0	0	-	109:7	-	-
